article_key,llm_name,gold_epu,disagreement_flag,single_acc,single_long_control_acc,primary_first_acc,primary_last_acc,primary_first_pred,primary_last_pred,order_flip
Current_1237,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1087,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1561,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,0.0,1,0.0,1
Midcentury_5607,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1362,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,1.0,1,1.0,0
Midcentury_1634,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Midcentury_6739,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1618,openai/gpt-5.4-2026-03-05,1,1,1.0,0.0,1.0,1.0,1,1.0,0
Current_1673,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1533,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Midcentury_1465,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Current_1313,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,1.0,1,1.0,0
Current_534,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Midcentury_8445,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_486,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Midcentury_3349,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1541,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Midcentury_3411,openai/gpt-5.4-2026-03-05,1,0,0.0,0.0,0.0,0.0,0,0.0,0
Midcentury_5457,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Midcentury_4746,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_679,openai/gpt-5.4-2026-03-05,1,0,0.0,0.0,0.0,0.0,0,0.0,0
Current_862,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1532,openai/gpt-5.4-2026-03-05,1,0,0.0,0.0,0.0,0.0,0,0.0,0
Current_765,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_74,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Midcentury_1259,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_848,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Midcentury_6239,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Current_526,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Midcentury_5965,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1804,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_128,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,1.0,1,1.0,0
Current_1448,openai/gpt-5.4-2026-03-05,1,0,1.0,0.0,1.0,1.0,1,1.0,0
Current_459,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1602,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Current_1517,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_941,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1666,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1040,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_273,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,0.0,1,0.0,1
Midcentury_4112,openai/gpt-5.4-2026-03-05,0,0,1.0,0.0,0.0,0.0,1,1.0,0
Current_1458,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_1471,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_842,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Midcentury_2134,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Current_950,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Midcentury_3098,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Midcentury_4158,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,0.0,1.0,1,0.0,1
Current_1312,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,1.0,1,1.0,0
Current_451,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,1.0,1,1.0,0
Current_1683,openai/gpt-5.4-2026-03-05,0,1,0.0,0.0,0.0,0.0,1,1.0,0
Current_1086,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1494,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,,1
Midcentury_4069,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1678,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,0.0,1.0,1,0.0,1
Current_113,openai/gpt-5.4-2026-03-05,0,1,0.0,0.0,0.0,1.0,1,0.0,1
Midcentury_4517,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1493,openai/gpt-5.4-2026-03-05,1,0,0.0,0.0,0.0,0.0,0,0.0,0
Current_894,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Midcentury_5760,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_270,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Current_1286,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,1.0,0,1.0,1
Current_24,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1337,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Midcentury_1585,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,0.0,1.0,1,0.0,1
Midcentury_2467,openai/gpt-5.4-2026-03-05,1,0,0.0,1.0,1.0,0.0,1,0.0,1
Current_51,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1669,openai/gpt-5.4-2026-03-05,0,1,0.0,0.0,0.0,0.0,1,1.0,0
Current_120,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1226,openai/gpt-5.4-2026-03-05,1,0,0.0,0.0,0.0,0.0,0,0.0,0
Current_1335,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Midcentury_4695,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1578,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Midcentury_5437,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Current_1246,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Midcentury_1758,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Midcentury_5310,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1620,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_1492,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1636,openai/gpt-5.4-2026-03-05,0,0,1.0,0.0,0.0,1.0,1,0.0,1
Current_453,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_1827,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_837,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1131,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1549,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,0.0,0.0,0,0.0,0
Current_1558,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Midcentury_39,openai/gpt-5.4-2026-03-05,1,0,0.0,0.0,0.0,0.0,0,0.0,0
Current_1691,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_516,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_752,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_935,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_582,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1954,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Midcentury_1947,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1133,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,1.0,1,1.0,0
Midcentury_2799,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_353,openai/gpt-5.4-2026-03-05,0,1,1.0,0.0,0.0,0.0,1,1.0,0
Current_1260,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Midcentury_4045,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1190,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Midcentury_2633,openai/gpt-5.4-2026-03-05,0,0,0.0,1.0,0.0,1.0,1,0.0,1
Current_1733,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1153,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_171,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_1372,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_1077,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,1.0,1,1.0,0
Current_200,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_967,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,0.0,1,0.0,1
Current_1877,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_788,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,1.0,1.0,0,0.0,0
Current_1001,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Current_2010,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_108,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_557,openai/gpt-5.4-2026-03-05,0,1,1.0,1.0,1.0,1.0,0,0.0,0
Current_852,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,0.0,0,1.0,1
Current_176,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_524,openai/gpt-5.4-2026-03-05,1,1,1.0,0.0,1.0,0.0,1,0.0,1
Current_1146,openai/gpt-5.4-2026-03-05,0,1,0.0,0.0,0.0,0.0,1,1.0,0
Current_1232,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,1.0,1,1.0,0
Current_1784,openai/gpt-5.4-2026-03-05,1,0,0.0,0.0,0.0,0.0,0,0.0,0
Current_1649,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_379,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Midcentury_5094,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,0.0,0.0,0,0.0,0
Current_1637,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1051,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,1.0,1,1.0,0
Midcentury_2299,openai/gpt-5.4-2026-03-05,1,0,0.0,0.0,1.0,0.0,1,0.0,1
Current_1236,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_537,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_315,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,0.0,1,0.0,1
Current_1599,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_437,openai/gpt-5.4-2026-03-05,0,0,0.0,1.0,0.0,0.0,1,1.0,0
Current_808,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Current_738,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_636,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_1974,openai/gpt-5.4-2026-03-05,0,0,1.0,0.0,1.0,1.0,0,0.0,0
Midcentury_7729,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Midcentury_4538,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Current_583,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Midcentury_8657,openai/gpt-5.4-2026-03-05,1,0,0.0,0.0,0.0,0.0,0,0.0,0
Current_875,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_910,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_297,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1528,openai/gpt-5.4-2026-03-05,0,0,1.0,0.0,0.0,1.0,1,0.0,1
Current_89,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,0.0,1.0,1,0.0,1
Current_966,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Midcentury_2064,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1485,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_830,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1439,openai/gpt-5.4-2026-03-05,1,0,0.0,0.0,0.0,0.0,0,0.0,0
Current_528,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Midcentury_6708,openai/gpt-5.4-2026-03-05,1,0,0.0,0.0,0.0,0.0,0,0.0,0
Current_18,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_936,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_309,openai/gpt-5.4-2026-03-05,1,0,0.0,0.0,0.0,0.0,0,0.0,0
Current_1718,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1711,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_55,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_8,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_1627,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_1971,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_2025,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1882,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_878,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_1033,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,0.0,1,0.0,1
Current_1989,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1032,openai/gpt-5.4-2026-03-05,0,0,0.0,1.0,0.0,1.0,1,0.0,1
Current_1062,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_16,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_146,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,0.0,1,0.0,1
Current_854,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,1.0,1,1.0,0
Current_1360,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Midcentury_4357,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_544,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1440,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1199,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Current_1120,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1572,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_1737,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_142,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_682,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_703,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Current_767,openai/gpt-5.4-2026-03-05,1,0,0.0,0.0,0.0,0.0,0,0.0,0
Current_552,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Current_1290,openai/gpt-5.4-2026-03-05,1,0,0.0,0.0,0.0,0.0,0,0.0,0
Current_708,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_363,openai/gpt-5.4-2026-03-05,0,1,1.0,1.0,1.0,1.0,0,0.0,0
Current_815,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_111,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,1.0,1,1.0,0
Midcentury_8545,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_883,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,1.0,1,1.0,0
Current_1520,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_835,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_628,openai/gpt-5.4-2026-03-05,0,0,1.0,0.0,0.0,1.0,1,0.0,1
Midcentury_200,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1823,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1922,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,1.0,1,0.0,1
Midcentury_7302,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Current_2,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,1.0,0.0,1,0.0,1
Current_1764,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Midcentury_2604,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,0.0,1,0.0,1
Midcentury_898,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1616,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,1.0,0.0,1,0.0,1
Midcentury_2443,openai/gpt-5.4-2026-03-05,1,0,0.0,0.0,0.0,0.0,0,0.0,0
Current_946,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_1588,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Current_915,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Midcentury_2729,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_823,openai/gpt-5.4-2026-03-05,1,1,0.0,1.0,1.0,0.0,1,0.0,1
Current_319,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_1570,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Midcentury_8240,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1932,openai/gpt-5.4-2026-03-05,0,0,0.0,1.0,0.0,0.0,1,1.0,0
Midcentury_1885,openai/gpt-5.4-2026-03-05,0,0,0.0,1.0,0.0,0.0,1,1.0,0
Current_1061,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,1.0,0,1.0,1
Current_1128,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Midcentury_6092,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Midcentury_6855,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1807,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_67,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_2017,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_530,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1387,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1741,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Midcentury_3550,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Midcentury_7510,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Current_1872,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Current_1211,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Current_1951,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1318,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_741,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,1.0,1,1.0,0
Current_646,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1189,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,1.0,1,1.0,0
Current_1078,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1445,openai/gpt-5.4-2026-03-05,1,0,0.0,0.0,0.0,0.0,0,0.0,0
Current_1468,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1646,openai/gpt-5.4-2026-03-05,1,1,0.0,0.0,0.0,0.0,0,0.0,0
Midcentury_5469,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Current_183,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Midcentury_4616,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,1.0,1,0.0,1
Current_1716,openai/gpt-5.4-2026-03-05,1,0,0.0,0.0,0.0,0.0,0,0.0,0
Current_1321,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Midcentury_2675,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Midcentury_1780,openai/gpt-5.4-2026-03-05,0,0,0.0,0.0,0.0,0.0,1,1.0,0
Current_481,openai/gpt-5.4-2026-03-05,1,0,0.0,0.0,0.0,0.0,0,0.0,0
Current_1307,openai/gpt-5.4-2026-03-05,1,1,1.0,1.0,1.0,1.0,1,1.0,0
Current_1405,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
Current_1072,openai/gpt-5.4-2026-03-05,1,1,1.0,0.0,1.0,0.0,1,0.0,1
Current_1982,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_1728,openai/gpt-5.4-2026-03-05,1,0,1.0,1.0,1.0,1.0,1,1.0,0
Current_101,openai/gpt-5.4-2026-03-05,0,1,0.0,0.0,0.0,1.0,1,0.0,1
Current_487,openai/gpt-5.4-2026-03-05,0,0,1.0,1.0,1.0,1.0,0,0.0,0
